density,epsilon_ff,seed,time_myr,space,spread_metric,n_valid_bins,n_stars_in_band,n_interpolated_stars
1.0,1.0,00,15.0,F070W-F200W,0.2755851375924336,6,1181,2450
1.0,1.0,00,15.5,H-R,0.19797391631145955,6,1125,2449
1.0,1.0,00,15.5,F070W-F200W,0.3216505738790832,6,1176,2449
1.0,1.0,00,16.0,H-R,0.12410718345001666,6,1125,2450
1.0,1.0,00,16.0,F070W-F200W,0.27435585093253145,6,1169,2450
1.0,1.0,00,16.5,H-R,0.12475755821642531,6,1125,2451
1.0,1.0,00,16.5,F070W-F200W,0.27367884099493267,6,1161,2451
1.0,1.0,00,17.0,H-R,0.12492222502799959,6,1126,2450
1.0,1.0,00,17.0,F070W-F200W,0.27288715332923213,6,1153,2450
1.0,1.0,00,17.5,H-R,0.12543779837985403,6,1126,2451
1.0,1.0,00,17.5,F070W-F200W,0.2736478715685215,6,1151,2451
1.0,1.0,00,18.0,H-R,0.12636982772173053,6,1126,2450
1.0,1.0,00,18.0,F070W-F200W,0.2750245766940547,6,1140,2450
1.0,1.0,00,18.5,H-R,0.12606023166043542,6,1126,2448
1.0,1.0,00,18.5,F070W-F200W,0.2740349293373529,6,1133,2448
1.0,1.0,00,19.0,H-R,0.12612292877698586,6,1127,2449
1.0,1.0,00,19.0,F070W-F200W,0.27244343836833834,6,1122,2449
1.0,1.0,00,19.5,H-R,0.12614924468996055,6,1128,2449
1.0,1.0,00,19.5,F070W-F200W,0.2709199994430251,6,1115,2449
1.0,1.0,00,20.0,H-R,0.1266630262670144,6,1128,2448
1.0,1.0,00,20.0,F070W-F200W,0.2714559525377324,6,1111,2448
